CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
100001208,400,32350,155911,Amino Acid,Histidine Metabolism,91,NAMED,ZHCKPJGJQOPTLB-UHFFFAOYSA-N,O=C(O)CC1=CN(C)C=N1,1-methyl-4-imidazoleacetate,1-methyl-4-imidazoleacetate,2625-49-2,68319,HMDB0002820,C05828,75810,Pos Early
100001211,209,32398,125812,Lipid,"Fatty Acid, Dicarboxylate",1682,NAMED,CXMXRPHRNRROMY-UHFFFAOYSA-N,OC(CCCCCCCCC(O)=O)=O,sebacate (C10-DC),sebacate (C10-DC),111-20-6,5004,HMDB0000792,C08277,5192,Neg
100001216,402,33418,164181,Cofactors and Vitamins,Tocopherol Metabolism,4365,NAMED,GZIFEOYASATJEH-VHFRWLAGSA-N,OC1=CC(C)=C2O[C@@](CCC[C@H](C)CCC[C@H](C)CCCC(C)C)(C)CCC2=C1,delta-tocopherol,delta-tocopherol,119-13-1,83144,HMDB0002902,C14151,92094,Pos Late
100001229,209,33969,126890,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1558,NAMED,JIWBIWFOSCKQMA-LTKCOYKYSA-N,CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O,stearidonate (18:4n3),stearidonate (18:4n3),111174-40-4,4471933,HMDB0006547,C16300,5312508,Neg
100001231,209,52674,165437,Lipid,Long Chain Monounsaturated Fatty Acid,1550,NAMED,GWHCXVQVJPWHRF-KTKRTIGZSA-N,CCCCCCCC\C=C/CCCCCCCCCCCCCC(O)=O,nervonate (24:1n9)*,nervonate (24:1n9)*,506-37-6,4444565,HMDB0002368,C08323,5281120,Neg
100001232,209,33968,126127,Lipid,Medium Chain Fatty Acid,1505,NAMED,IJBFSOLHRKELLR-FPLPWBNLSA-N,CCCCCC\C=C/CCCC(O)=O,5-dodecenoate (12:1n7),5-dodecenoate (12:1n7),2430-94-6,4471803,HMDB0000529,,5312378,Neg
100001247,402,33936,158581,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1853,NAMED,CXTATJFJDMJMIY-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCC)=O)=O,octanoylcarnitine (C8),octanoylcarnitine (C8),3671-77-0,110274,HMDB0000791,C02838,"123701,11953814",Pos Late
100001250,209,33983,126892,Lipid,Primary Bile Acid Metabolism,3467,NAMED,XSOLDPYUICCHJX-OEYGYFRSSA-N,O=S(CCNC(CC[C@@H](C)[C@@]1([H])CCC2C3[C@@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)C3CC[C@]12C)=O)(O)=O,tauro-beta-muricholate,tauro-beta-muricholate,25696-60-0,147312,HMDB0000932,,"121596216,21124703,168408",Neg
100001251,402,33941,158585,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1861,NAMED,LZOSYCMHQXPBFU-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCC)=O)=O,decanoylcarnitine (C10),decanoylcarnitine (C10),1492-27-9,8420677,HMDB0000651,,10245190,Pos Late
100001253,305,33943,146952,Amino Acid,Glutamate Metabolism,48,NAMED,KSMRODHGGIIXDV-YFKPBYRVSA-N,OC([C@H](CCC(N)=O)NC(C)=O)=O,N-acetylglutamine,N-acetylglutamine,2490-97-3,158492,HMDB0006029,C02716,182230,Polar
100001254,400,33959,156056,Amino Acid,Tryptophan Metabolism,255,NAMED,DZTHIGRZJZPRDV-LBPRGKRZSA-N,O=C(O)[C@@H](NC(C)=O)CC1=CNC2=C1C=CC=C2,N-acetyltryptophan,N-acetyltryptophan,1218-34-4,610602,HMDB0013713,C03137,"439917,700653",Pos Early
100001256,209,33950,126109,Amino Acid,Phenylalanine Metabolism,141,NAMED,CBQJSKKFNMDLON-JTQLQIEISA-N,O=C(O)[C@@H](NC(C)=O)CC1=CC=CC=C1,N-acetylphenylalanine,N-acetylphenylalanine,2018-61-3,67404,HMDB0000512,C03519,74839,Neg
100001257,305,33942,147568,Amino Acid,Alanine and Aspartate Metabolism,42,NAMED,HXFOXFJUNFFYMO-BYPYZUCNSA-N,OC([C@@H](NC(C)=O)CC(N)=O)=O,N-acetylasparagine,N-acetylasparagine,4033-40-3,90090,HMDB0006028,,99715,Polar
100001262,400,33934,156033,Peptide,Gamma-glutamyl Amino Acid,641,NAMED,JPKNLFVGUZRHOB-YUMQZZPRSA-N,N[C@H](C(O)=O)CCCCNC(CC[C@@H](C(O)=O)N)=O,gamma-glutamyl-epsilon-lysine,gamma-glutamyl-epsilon-lysine,17105-15-6,5378717,HMDB0003869,,7015685,Pos Early
100001263,402,33955,158599,Lipid,Lysophospholipid,2601,NAMED,ASWBNKHCZGQVJV-UHFFFAOYSA-N,O=P(OCC[N+](C)(C)C)([O-])OCC(O)COC(CCCCCCCCCCCCCCC)=O,1-palmitoyl-GPC (16:0),1-palmitoyl-GPC (16:0),17364-16-8,78064,HMDB0010382,C04102,86554,Pos Late
100001266,400,33953,156051,Amino Acid,Urea cycle; Arginine and Proline Metabolism,499,NAMED,SNEIUMQYRCDYCH-LURJTMIESA-N,O=C(O)[C@@H](NC(C)=O)CCCNC(N)=N,N-acetylarginine,N-acetylarginine,155-84-0,60752,HMDB0004620,C02562,67427,Pos Early
100001267,402,33935,158580,Xenobiotics,Food Component/Plant,5007,NAMED,MXXWOMGUGJBKIW-YPCIICBESA-N,O=C(N1CCCCC1)/C=C/C=C/C2=CC(OCO3)=C3C=C2,piperine,piperine,94-62-2,553590,HMDB0029377,C03882,638024,Pos Late
100001269,402,33997,164179,Lipid,Sterol,3225,NAMED,SGNBVLSWZMBQTH-PODYLUTMSA-N,C[C@H](CC[C@@H](C)C(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C,campesterol,campesterol,474-62-4,151215,HMDB0002869,C01789,173183,Pos Late
100001270,402,33952,158596,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1863,NAMED,PSHXNVGSVNEJBD-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCC)OC(CC([O-])=O)C[N+](C)(C)C,myristoylcarnitine (C14),myristoylcarnitine (C14),18822-89-4,4932274,HMDB0005066,,6426854,Pos Late
100001271,402,33961,158603,Lipid,Lysophospholipid,2612,NAMED,IHNKQIMGVNPMTC-RUZDIDTESA-N,O[C@H](COC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,1-stearoyl-GPC (18:0),1-stearoyl-GPC (18:0),19420-57-6,435389,HMDB0010384,,497300,Pos Late
100001272,402,48258,160285,Lipid,Lysophospholipid,2614,NAMED,YAMUFBLWGFFICM-PTGWMXDISA-N,O[C@H](COC(CCCCCCC/C=C\CCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,1-oleoyl-GPC (18:1),1-oleoyl-GPC (18:1),19420-56-5,17240641,HMDB0002815,C03916,16081932,Pos Late
100001274,305,33939,147566,Amino Acid,"Glycine, Serine and Threonine Metabolism",18,NAMED,PEDXUVCGOLSNLQ-UHFFFAOYSA-N,CC(O)C(C(O)=O)NC(C)=O,N-acetylthreonine,N-acetylthreonine,17093-74-2,3841173,HMDB0062557,,152204,Polar
100001275,209,33945,126103,Peptide,Acetylated Peptides,1190,NAMED,UTYVDVLMYQPLQB-UHFFFAOYSA-N,OC(CNC(CC1=CC=CC=C1)=O)=O,phenylacetylglycine,phenylacetylglycine,500-98-1,61452,HMDB0000821,C05598,68144,Neg
100001276,400,33967,156061,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",387,NAMED,JDTWZSUNGHMMJM-MSZQBOFLSA-N,CC(N[C@H](C(O)=O)C(C)CC)=O,N-acetylisoleucine,N-acetylisoleucine,3077-46-1,2081100,HMDB0061684,,306109,Pos Early
100001277,209,33972,126131,Lipid,Long Chain Monounsaturated Fatty Acid,1541,NAMED,BBOWBNGUEWHNQZ-KTKRTIGZSA-N,O=C(O)CCCCCCCC/C=C\CCCCCCCC,10-nonadecenoate (19:1n9),10-nonadecenoate (19:1n9),73033-09-7,4471938,HMDB0013622,,5312513,Neg
100001278,209,33971,126129,Lipid,Long Chain Monounsaturated Fatty Acid,1532,NAMED,GDTXICBNEOEPAZ-FPLPWBNLSA-N,O=C(O)CCCCCCCC/C=C\CCCCCC,10-heptadecenoate (17:1n7),10-heptadecenoate (17:1n7),29743-97-3,4471860,HMDB0060038,,5312435,Neg
100001287,209,33973,126133,Lipid,Androgenic Steroids,3343,NAMED,ZMITXKRGXGRMKS-FMLJXKFRSA-N,O=C1CCC2C3CC[C@@]4([H])C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C,epiandrosterone sulfate,epiandrosterone sulfate,22229-22-7,21403101,HMDB0062657,C04555,9929317,Neg
100001293,305,33946,147200,Amino Acid,Histidine Metabolism,73,NAMED,KBOJOGQFRVVWBH-ZETCQYMHSA-N,OC([C@@H](NC(C)=O)CC1=CNC=N1)=O,N-acetylhistidine,N-acetylhistidine,39145-52-3,68142,HMDB0032055,C02997,75619,Polar
100001294,400,33949,156047,Peptide,Gamma-glutamyl Amino Acid,636,NAMED,ACIJGUBIMXQCMF-BYPYZUCNSA-N,O=C(O)[C@@H](N)CCC(NCC(O)=O)=O,gamma-glutamylglycine,gamma-glutamylglycine,1948-29-4,145071,HMDB0011667,,100099,Pos Early
100001295,400,33947,156045,Peptide,Gamma-glutamyl Amino Acid,645,NAMED,CATMPQFFVNKDEY-AAEUAGOBSA-N,O=C(O)[C@@H](N)CCC(N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O)=O,gamma-glutamyltryptophan,gamma-glutamyltryptophan,66471-20-3,2302065,HMDB0029160,,3989307,Pos Early
100001296,400,34384,156088,Xenobiotics,Food Component/Plant,5065,NAMED,CMUNUTVVOOHQPW-LURJTMIESA-N,C[N+]1(C)[C@H]([C@@]([O-])=O)CCC1,stachydrine,stachydrine,4136-37-2,103115,HMDB0004827,C10172,115244,Pos Early
100001300,305,46537,146562,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",424,NAMED,NGEWQZIDQIYUNV-UHFFFAOYSA-N,OC(C(O)=O)C(C)C,alpha-hydroxyisovalerate,alpha-hydroxyisovalerate,600-37-3,90190,HMDB0000407,,99823,Polar
100001309,400,32882,155992,Xenobiotics,Drug - Psychoactive,5863,NAMED,RCOBKSKAZMVBHT-NCWAPJAISA-N,CC1[C@@](OCC(C)(C)N1)(O)[C@]2=CC(Cl)=CC=C2,hydroxybupropion,hydroxybupropion,,21403106,HMDB0012235,,446,Pos Early
100001310,400,33013,155997,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4308,NAMED,BUCXGWMZJBKEMD-UHFFFAOYSA-N,NC(C1=C[N+](C2C(C(C(C[O-])O2)O)O)=CC=C1)=O,nicotinamide riboside,nicotinamide riboside,1341-23-7,,HMDB0000855,C03150,439924,Pos Early
100001313,400,44872,157084,Peptide,Gamma-glutamyl Amino Acid,642,NAMED,RQNSKRXMANOPQY-BQBZGAKWSA-N,O=C(O)[C@H](CCSC)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylmethionine,gamma-glutamylmethionine,17663-87-5,5373147,HMDB0029155,,7009567,Pos Early
100001314,400,33364,156009,Peptide,Gamma-glutamyl Amino Acid,644,NAMED,GWNXFCYUJXASDX-JUZNGCLZSA-N,CC(O)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylthreonine,gamma-glutamylthreonine,5652-48-2,21403107,HMDB0029159,,76078708,Pos Early
100001315,209,36103,143727,Xenobiotics,Benzoate Metabolism,4553,NAMED,WGNAKZGUSRVWRH-UHFFFAOYSA-N,O=S(OC1=CC=C(C)C=C1)(O)=O,p-cresol sulfate,p-cresol sulfate,3233-57-7,3806480,HMDB0011635,,4615423,Neg
100001317,400,33139,156003,Xenobiotics,Drug - Metabolic,5772,NAMED,HYAFETHFCAUJAY-UHFFFAOYSA-N,O=C(N1)C(SC1=O)CC(C=C2)=CC=C2OCCC(N=C3)=CC=C3CC,pioglitazone,pioglitazone,112529-15-4,4663,HMDB0015264,"D08378,C07675,
DG00117",4829,Pos Early
100001320,305,42420,148204,Carbohydrate,Aminosugar Metabolism,1432,NAMED,JPIJQSOTBSSVTP-PWNYCUMCSA-N,OC[C@@H](O)[C@@H](O)C(O)=O,erythronate*,erythronate*,88759-55-1,2061231,HMDB0000613,,2781043,Polar
100001322,209,57709,212497,Peptide,Fibrinogen Cleavage Peptide,1157,NAMED,JWICNZAGYSIBAR-UHFFFAOYSA-N,O=C(NC(CC(C)C)C(NC(C)C(NC(CCC(O)=O)C(NCC(NCC(NCC(NC(C(C)C)C(NC(CCCNC(N)=N)C(O)=O)=O)=O)=O)=O)=O)=O)=O)C(CC1=CC=CC=C1)NC(C(CC(O)=O)NC(CNC(C(CCC(O)=O)NC(CNC(C(CO)NC(C(CC(O)=O)NC(C(C)N)=O)=O)=O)=O)=O)=O)=O,fibrinopeptide A*,fibrinopeptide A*,25422-31-5,14654187,,,25081464,Neg
100001323,209,31548,147074,Peptide,Fibrinogen Cleavage Peptide,1165,NAMED,JAMFMQAPZKXSKC-UHFFFAOYSA-N,O=C(NC(CC(C)C)C(NC(C)C(NC(CCC(O)=O)C(NCC(NCC(NCC(NC(C(C)C)C(NC(CCCNC(N)=N)C(O)=O)=O)=O)=O)=O)=O)=O)=O)C(CC1=CC=CC=C1)NC(C(CC(O)=O)NC(CNC(C(CCC(O)=O)NC(CNC(C(CO)NC(C(CC(O)=O)N)=O)=O)=O)=O)=O)=O,"fibrinopeptide A, des-ala(1)*","fibrinopeptide A, des-ala(1)*",,21403111,,,132993922,Neg
100001324,209,57712,212501,Peptide,Fibrinogen Cleavage Peptide,1166,NAMED,DROFZMGQYLJNLQ-UHFFFAOYSA-N,O=C(NC(CC(C)C)C(NC(C)C(NC(CCC(O)=O)C(NCC(NCC(NCC(NC(C(C)C)C(NC(CCCNC(N)=N)C(O)=O)=O)=O)=O)=O)=O)=O)=O)C(CC1=CC=CC=C1)NC(C(CC(O)=O)NC(CNC(C(CCC(O)=O)NC(CNC(C(COP(O)(O)=O)NC(C(CC(O)=O)NC(C(C)N)=O)=O)=O)=O)=O)=O)=O,"fibrinopeptide A, phosphono-ser(3)*","fibrinopeptide A, phosphono-ser(3)*",886023-52-5,21403112,,,132993923,Neg
100001327,209,57711,212499,Peptide,Polypeptide,1072,NAMED,KUZSCKDYVGVVKC-PLNQFBRDSA-N,O=C(NC(CC(C)C)C(O)=O)C(CC(C)C)NC([C@H](CO)NC([C@H](C)NC([C@H](CO)NC([C@@H](CCC(O)=O)NC([C@@H](CC1=CNC2=C1C=CC=C2)NC([C@@H](CC3=CNC=N3)N)=O)=O)=O)=O)=O)=O,HWESASXX*,HWESASXX*,,21403115,,,85328684,Neg
100001330,209,62508,219817,Peptide,Polypeptide,1071,NAMED,WXNAHZWQHGJJCT-KXIUCKCTSA-N,NC(CC1=CNC=N1)C(N[C@H](C(NCC(N[C@H](C(NC(C)C(O)=O)=O)CC(C)C)=O)=O)CC(C)C)=O,HXGXA*,HXGXA*,,21403116,,,132993924,Neg
100001332,209,33384,144296,Xenobiotics,"Drug - Analgesics, Anesthetics",5406,NAMED,OEPADIDIUZTYOX-UHFFFAOYSA-N,OC1=CC=CC=C1C(NCC(OC2C(O)C(O)C(O)C(C(O)=O)O2)=O)=O,salicyluric glucuronide*,salicyluric glucuronide*,,21403117,HMDB0240252,,121596205,Neg
100001334,400,34387,156090,Amino Acid,Urea cycle; Arginine and Proline Metabolism,505,NAMED,GNMSLDIYJOSUSW-UHFFFAOYSA-N,O=C(O)C(CCC1)N1C(C)=O,N-acetylproline,N-acetylproline,1074-79-9,285677,HMDB0094701,,322640,Pos Early
100001335,209,33587,143715,Lipid,Long Chain Monounsaturated Fatty Acid,1544,NAMED,BITHHVVYSMSWAG-KTKRTIGZSA-N,O=C(O)CCCCCCCCC/C=C\CCCCCCCC,eicosenoate (20:1),eicosenoate (20:1n9 or 1n11),,4445895,"HMDB0002231,HMDB0062436",C16526,"5282768,5282769,94159",Neg
100001337,209,34035,143703,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1570,NAMED,DTOSIQBPPRVQHS-PDBXOOCHSA-N,O=C(O)CCCCCCC/C=C\C/C=C\C/C=C\CC,linolenate [alpha or gamma; (18:3n3 or 6)],linolenate (18:3n3 or 3n6),,4444437,"HMDB0003073,HMDB0001388","C06426,C06427","5280933,5280934",Neg
100001359,209,46173,144239,Energy,TCA Cycle,1442,NAMED,,,aconitate [cis or trans],aconitate [cis or trans],,,"HMDB0000958,HMDB000072","C004174,C02341","444212,643757",Neg
100001385,400,34109,156073,Xenobiotics,Drug - Cardiovascular,5644,NAMED,PUQIRTNPJRFRCZ-UHFFFAOYSA-N,CC(C)NCC(O)COC1=CC=C(CC(O)=O)C=C1,metoprolol acid metabolite*,metoprolol acid metabolite*,56392-14-4,56653,,,62936,Pos Early
100001386,402,41754,159409,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4408,NAMED,GGIDWJQWCUJYRY-UHFFFAOYSA-K,CC1=C(CCC(O)=O)C(/C=C(C(CCC([O-])=O)=C/2C)\[N-]C2=C/C3=N/C(C(C=C)=C3C)=C\4)=N/C1=C\C(N([Fe+2])C4=C5C)=C5C=C,heme,heme,14875-96-8,,HMDB0003178,C00032,26945,Pos Late
100001391,402,34409,158657,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1867,NAMED,FNPHNLNTJNMAEE-HSZRJFAPSA-N,[O-]C(C[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O,stearoylcarnitine (C18),stearoylcarnitine (C18),18822-91-8,21233653,HMDB0000848,,3006797,Pos Late
100001392,402,34534,158670,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1862,NAMED,FUJLYHJROOYKRA-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCC)=O)=O,laurylcarnitine (C12),laurylcarnitine (C12),25518-54-1,8602997,HMDB000225,,168381,Pos Late
100001393,400,34407,156109,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",354,NAMED,IGQBPDJNUXPEMT-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CC(C)C)=O)=O,isovalerylcarnitine (C5),isovalerylcarnitine (C5),31023-24-2,4932271,HMDB0000688,C20826,169235,Pos Early
100001395,402,34419,158662,Lipid,Lysophospholipid,2617,NAMED,SPJFYYJXNPEZDW-UTJQPWESSA-N,O=P(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([O-])OCC[N+](C)(C)C,1-linoleoyl-GPC (18:2),1-linoleoyl-GPC (18:2),,10160888,HMDB0010386,C04100,11988421,Pos Late
100001396,400,34390,156093,Xenobiotics,Xanthine Metabolism,4603,NAMED,PFWLFWPASULGAN-UHFFFAOYSA-N,OC1=C(N2C)C(N=C2)=NC(O)=N1,7-methylxanthine,7-methylxanthine,552-62-5,61660,HMDB0001991,C16353,68374,Pos Early
100001397,209,34404,126930,Xenobiotics,Xanthine Metabolism,4600,NAMED,BYXCFUMGEBZDDI-UHFFFAOYSA-N,CN(C(N1C)=O)C(NC2=O)=C(N2C)C1=O,"1,3,7-trimethylurate","1,3,7-trimethylurate",5415-44-1,71754,HMDB0002123,C16361,79437,Neg
100001398,209,34399,126922,Xenobiotics,Xanthine Metabolism,4599,NAMED,HMLZLHKHNBLLJD-UHFFFAOYSA-N,CN1C(NC(C(N2C)=C1NC2=O)=O)=O,"3,7-dimethylurate","3,7-dimethylurate",13087-49-5,74994,HMDB0001982,C16360,83126,Neg
100001399,305,34400,147805,Xenobiotics,Xanthine Metabolism,4598,NAMED,NOFNCLGCUJJPKU-UHFFFAOYSA-N,CN1C(NC(N2)=C(C1=O)N(C)C2=O)=O,"1,7-dimethylurate","1,7-dimethylurate",33868-03-0,82720,HMDB0011103,C16356,91611,Polar
100001400,305,34395,152168,Xenobiotics,Xanthine Metabolism,4595,NAMED,QFDRTQONISXGJA-UHFFFAOYSA-N,CN1C(NC(N2)=C(C1=O)NC2=O)=O,1-methylurate,1-methylurate,708-79-2,62926,HMDB0003099,C16359,69726,Polar
100001402,305,34401,165248,Xenobiotics,Xanthine Metabolism,4605,NAMED,RDZNZFGKEVDNPK-UHFFFAOYSA-N,O=C(NC(NC=O)=C1NC(C)=O)N(C)C1=O,5-acetylamino-6-formylamino-3-methyluracil,5-acetylamino-6-formylamino-3-methyluracil,85438-96-6,97287,HMDB0011105,C16365,108214,Polar
100001403,305,34424,165245,Xenobiotics,Xanthine Metabolism,4604,NAMED,POQOTWQIYYNXAT-UHFFFAOYSA-N,O=C(NC(N)=C1NC(C)=O)N(C)C1=O,5-acetylamino-6-amino-3-methyluracil,5-acetylamino-6-amino-3-methyluracil,1196153-01-1,79659,HMDB0004400,C16366,88299,Polar
100001404,209,34402,150358,Amino Acid,Tryptophan Metabolism,317,NAMED,JTEDVYBZBROSJT-UHFFFAOYSA-N,OC(CCCC1=CNC2=C1C=CC=C2)=O,indolebutyrate,indolebutyrate,133-32-4,8298,HMDB0002096,C11284,8617,Neg
100001405,209,34389,126906,Xenobiotics,Xanthine Metabolism,4601,NAMED,MVOYJPOZRLFTCP-UHFFFAOYSA-N,O=C(N1C)NC2=C(NC=N2)C1=O,1-methylxanthine,1-methylxanthine,6136-37-4,72464,HMDB0010738,C16358,80220,Neg
100001409,400,48351,179271,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4127,NAMED,WJNGQIYEQLPJMN-UHFFFAOYSA-N,OC(C1O)C(OC1CO)N(C=N2)C(N=CN3C)=C2C3=O,N1-methylinosine,N1-methylinosine,20245-33-4,513976,HMDB0002721,,650095,Pos Early
100001412,400,35137,156155,Nucleotide,"Purine Metabolism, Guanine containing",4193,NAMED,RSPURTUNRHNVGF-IOSLPCCCSA-N,O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(N(C)C)N1,"N2,N2-dimethylguanosine","N2,N2-dimethylguanosine",2140-67-2,83878,HMDB0004824,,135501639,Pos Early
100001413,209,35130,126964,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4257,NAMED,NIDVTARKFBZMOT-PEBGCTIMSA-N,O[C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(N2C(N=C(NC(C)=O)C=C2)=O)[H],N4-acetylcytidine,N4-acetylcytidine,3768-18-1,96702,HMDB0005923,,107461,Neg
100001415,209,35157,126974,Nucleotide,"Purine Metabolism, Adenine containing",4165,NAMED,UNUYMBPXEFMLNW-HZPYULPISA-N,OC(C)C(C(O)=O)NC(NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)=O,N6-carbamoylthreonyladenosine,N6-carbamoylthreonyladenosine,24719-82-2,141829,HMDB0041623,,161466,Neg
100001416,305,35172,147813,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4210,NAMED,FKCRAVPPBFWEJD-XVFCMESISA-N,O=C(C=C(C(O)=O)N1[C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)NC1=O,orotidine,orotidine,314-50-1,83729,HMDB0000788,,92751,Polar
100001417,209,35126,126960,Peptide,Acetylated Peptides,1187,NAMED,JFLIEFSWGNOPJJ-JTQLQIEISA-N,O=C(CC1=CC=CC=C1)N[C@@H](CCC(N)=O)C(O)=O,phenylacetylglutamine,phenylacetylglutamine,28047-15-6,270643,HMDB0006344,C04148,92258,Neg
100001423,209,35527,127577,Xenobiotics,Benzoate Metabolism,4471,NAMED,ZMHLUFWWWPBTIU-UHFFFAOYSA-N,O=C(NCC(O)=O)C1=CC=C(O)C=C1,4-hydroxyhippurate,4-hydroxyhippurate,2482-25-9,133104,HMDB0013678,,151012,Neg
100001425,209,61833,218435,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4223,NAMED,ZPTBLXKRQACLCR-XVFCMESISA-N,OC[C@H]1O[C@@H](N2CCC(NC2=O)=O)[C@@H]([C@@H]1O)O,"5,6-dihydrouridine","5,6-dihydrouridine",5627-05-4,85115,HMDB0000497,,94312,Neg
100001426,209,62924,220780,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4245,NAMED,YXNIEZJFCGTDKV-UHFFFAOYSA-N,OCC1C(O)C(O)C(N2C=CC(N(CCC(C(O)=O)N)C2=O)=O)O1,3-(3-amino-3-carboxypropyl)uridine*,3-(3-amino-3-carboxypropyl)uridine*,52745-94-5,149669,,,171198,Neg
100001433,209,34397,126918,Lipid,Monoacylglycerol,2863,NAMED,DCPCOKIYJYGMDN-DOFZRALJSA-N,O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OCC(O)CO,1-arachidonylglycerol (20:4),1-arachidonylglycerol (20:4),35474-99-8,4445452,HMDB11578,C13857,"16019980,5282281",Neg
100001437,400,35159,161190,Amino Acid,Glutathione Metabolism,573,NAMED,BNRXZEPOHPEEAS-UHFFFAOYSA-N,NC(C(O)=O)CCC(NC(CSSCC(N)C(O)=O)C(NCC(O)=O)=O)=O,cysteine-glutathione disulfide,cysteine-glutathione disulfide,13081-14-6,3455404,HMDB0000656,R00900,3080690,Pos Early
100001445,209,34428,144736,Lipid,Lysophospholipid,2583,NAMED,YNDYKPRNFWPPFU-GOSISDBHSA-N,OP(OC[C@H](O)COC(CCCCCCCCCCCCCCC)=O)(O)=O,1-palmitoyl-GPA (16:0),1-palmitoyl-GPA (16:0),17618-08-5,4925335,HMDB00327,C04036,6419701,Neg
100001446,209,35136,128207,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4225,NAMED,DWRXFEITVBNRMK-JXOAFFINSA-N,O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N(C=C2C)C(NC2=O)=O,5-methyluridine (ribothymidine),5-methyluridine (ribothymidine),1463-10-1,393058,HMDB0000884,,445408,Neg
100001452,209,35107,126956,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",353,NAMED,ZRQXMKMBBMNNQC-UHFFFAOYSA-N,O=C(O)CNC(CC(C)C)=O,isovalerylglycine,isovalerylglycine,16284-60-9,475516,HMDB00678,,546304,Neg
100001454,209,62915,220767,Lipid,"Fatty Acid, Dicarboxylate",1688,NAMED,FYVQCLGZFXHEGL-UHFFFAOYSA-N,O=C(O)CC(O)CCCCCCCCC(O)=O,3-hydroxydodecanedioate*,3-hydroxydodecanedioate*,34574-69-1,13628081,HMDB0000413,,16663321,Neg
100001456,400,35114,156140,Nucleotide,"Purine Metabolism, Guanine containing",4187,NAMED,FZWGECJQACGGTI-UHFFFAOYSA-N,O=C1C(N2C)=C(N=C2)N=C(N)N1,7-methylguanine,7-methylguanine,578-76-7,10883,HMDB0000897,C02242,135398679,Pos Early
100001461,402,42398,159466,Lipid,Lysophospholipid,2670,NAMED,BBYWOYAFBUOUFP-JOCHJYFZSA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCCCCCCCCCCCC)=O,1-stearoyl-GPE (18:0),1-stearoyl-GPE (18:0),69747-55-3,7826018,HMDB0011130,,9547068,Pos Late
